trial,features,formula,f1_class0,f1_class1,f1_class2,f1_macro
0,is_high_payment_interval;older_low_contract;subscription_code;payment_freq_alignment,(((is_high_payment_interval + older_low_contract) - subscription_code))^2,0.633303808680248,0.0,0.0,0.21110126956008268
1,tenure;older_and_member;payment_per_freq;renewal_pressure,(((tenure - older_and_member) * payment_per_freq) - renewal_pressure),0.6265721472673222,0.027697634160415464,0.07935656836461126,0.24454211659744965
2,frequent;subscription_code;interaction_rate,(sqrt(frequent) + interaction_rate),0.6285650123512239,0.00834326579261025,0.03295454545454545,0.22328760786612653
3,is_older_group;is_high_interaction;interaction_rate;usage_cluster;age,((log((is_older_group - is_high_interaction)) - usage_cluster) + age),0.6433137305037074,0.043943661971830986,0.34801601747360755,0.3450911366497153
4,interaction_rate;age;after_interaction;is_high_interaction;renewal_pressure,sqrt((((interaction_rate / age) * after_interaction) / is_high_interaction)),0.6199218287338624,0.06733298264071541,0.113,0.2667516037915259
5,new_inactive;older_low_contract;age;payment_per_freq;is_low_frequency,sqrt((((new_inactive * older_low_contract) - age) * payment_per_freq)),0.6201419805077608,0.0686427457098284,0.15829383886255924,0.2823595216933828
6,contract_ratio;age;new_inactive;subscription_code;renewal_pressure,((((contract_ratio - age) - new_inactive) * subscription_code) + renewal_pressure),0.6206639313688922,0.049217002237136466,0.2578591325109431,0.30924668870565725
7,short_tenure_high_interval;is_long_contract,log(short_tenure_high_interval),0.6291768541157294,0.0,0.15935114503816794,0.26284266638463244
8,is_low_frequency;renewal_pressure;contract_ratio,log((is_low_frequency)^2),0.633303808680248,0.0,0.0,0.21110126956008268
9,frequent;is_low_frequency;subscription_code,((frequent / is_low_frequency) - subscription_code),0.633303808680248,0.0,0.0,0.21110126956008268
10,vip_inactive;payment_per_freq;after_interaction;new_inactive,(((vip_inactive * payment_per_freq) / after_interaction) * new_inactive),0.6290521592821088,0.009329446064139942,0.022170361726954493,0.2201839890244011
11,is_older_group;payment_interval;vip_low_interaction;vip_inactive;freq_per_tenure,sqrt((((is_older_group / payment_interval))^2 / vip_inactive)),0.6298730734360835,0.035632183908045977,0.04157303370786517,0.2356927636839982
12,gender_age_group;contract_length;is_older_group;is_high_payment_interval;interaction_per_freq,sqrt(log(sqrt((gender_age_group * contract_length)))),0.6325036603221084,0.0,0.37011349306431274,0.33420571779547376
13,older_and_member;renewal_pressure;tenure;payment_freq_alignment;interaction_rate,sqrt(sqrt(((older_and_member * renewal_pressure) * tenure))),0.6348448687350835,0.0,0.10286320254506894,0.2459026904267175
14,contract_ratio;is_high_payment_interval;interaction_rate;tenure,(((contract_ratio / is_high_payment_interval) * interaction_rate) + tenure),0.6204406821859828,0.06316916488222699,0.22103970528039296,0.3015498507828676
15,renewal_pressure;tenure,(renewal_pressure)^2,0.637308868501529,0.0,0.2868525896414343,0.3080538193809878
16,is_high_payment_interval;new_inactive;is_long_contract;payment_freq_alignment;usage_cluster,((sqrt((is_high_payment_interval + new_inactive)) / payment_freq_alignment))^2,0.6331669439822518,0.0,0.005988023952095809,0.2130516559781159
17,contract_ratio;age;interaction_rate;after_interaction,((log(contract_ratio))^2 / after_interaction),0.62770946888072,0.016412661195779603,0.3099308839578028,0.3180176713447675
18,frequent;vip_inactive;vip_low_interaction;is_high_payment_interval;tenure,(((sqrt(frequent) + vip_low_interaction) * is_high_payment_interval) / tenure),0.615736040609137,0.06303418803418803,0.2646604938271605,0.31447690749016183
19,age;is_long_contract;is_high_payment_interval;interaction_rate,(((age * is_long_contract) / is_high_payment_interval))^2,0.6318149634175124,0.05860010851871948,0.16181549087321165,0.2840768542698145
20,frequent;older_and_member;is_long_contract;gender_age_group;age,log(sqrt(((frequent / older_and_member) * is_long_contract))),0.6323924731182796,0.029765311963365768,0.007189934092270821,0.2231159063913054
21,older_and_member;vip_inactive;is_older_group;payment_interval,(((older_and_member / vip_inactive) * is_older_group) + payment_interval),0.6359979889391654,0.0,0.3371198241113961,0.32437260435018717
22,vip_low_interaction;is_high_interaction;freq_per_tenure;contract_length,(((vip_low_interaction / is_high_interaction) * freq_per_tenure) + contract_length),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
23,is_low_frequency;is_older_group;older_and_member;interaction_per_freq;payment_freq_alignment,((((is_low_frequency / is_older_group) - older_and_member) + interaction_per_freq) - payment_freq_alignment),0.6231467647396851,0.05187637969094923,0.06663025669033315,0.24721780037365584
24,is_low_frequency;vip_low_interaction;interaction_rate,((is_low_frequency / vip_low_interaction) * interaction_rate),0.6320817596089758,0.007151370679380214,0.002403846153846154,0.21387899214740072
25,short_tenure_high_interval;tenure;usage_cluster;payment_per_freq,log(((short_tenure_high_interval * tenure) * usage_cluster)),0.6305015353121801,0.007113218731475993,0.0815450643776824,0.23971993947377948
26,is_high_payment_interval;subscription_code;short_tenure_high_interval;age;is_low_frequency,((((is_high_payment_interval / subscription_code) - short_tenure_high_interval) + age) * is_low_frequency),0.6345952242283052,0.03227665706051873,0.14723320158102768,0.2713683609566172
